,business_id,name,categories
463,0x88ecf500e782d5e3:0xbb6877b25218692a,Kavakaze,['Bar']
464,0x88dd0122499d05bf:0x61517e019592a0dd,Whatcha Got Cookin,['Restaurant']
465,0x88d9b7ab40cd6baf:0x48c004e7fd6f6977,ManKind Grooming & Services | ManKind for Men | Barbershop Coral Gables | Spa Coral Gables,"['Barber shop', 'Bar', 'Lounge', 'Pool billard club', 'Spa']"
466,0x88e5b46754083947:0x486436b45b8bae7c,Five Star Liquor Bar & Grill,"['Bar & grill', 'Bar', 'Beer store', 'Liquor store', 'Tobacco shop', 'Wine store']"
467,0x88dd3fffc9206c79:0x396feff36f4aca65,Super Duper Spot,"['Restaurant', 'Hamburger restaurant']"
468,0x88c2e15956350675:0x5c7eec12fddaaf7f,Clean Juice,"['Juice shop', 'Breakfast restaurant', 'Fruits wholesaler', 'Health food store', 'Organic restaurant', 'Restaurant', 'Vegan restaurant', 'Vegetarian restaurant']"
469,0x88e7630c39f964e3:0xbf62499cb087edaf,Thats a Wrap Cafe,['Restaurant']
470,0x88ecf2ee04aba347:0xa602cbbd54759ced,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
471,0x88d9bf3590b2a953:0x6efe5089dfd19f4f,Café y Hookah,"['Hookah store', 'Cafe']"
472,0x88d9b14dfd9bdaa1:0xd7fc2f1907552607,Elia Cafe & Mediterranean Products,"['Cafe', 'Market', 'Delivery Restaurant']"
473,0x8890bfd949e7c1af:0x802eff45ac1fc23e,Culver's,"['American restaurant', 'Dessert restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant', 'Sandwich shop']"
474,0x88c2e3b901aefa85:0x9d4e141c3d6025da,Captain Crab - 49th St.,"['Seafood restaurant', 'Cajun restaurant', 'Takeout Restaurant', 'Restaurant']"
475,0x88e6945424333efb:0x62377bf74e123dec,Euro Lounge Cafe (Restaurant),['Restaurant']
476,0x88dd8732bbdef4e9:0xa31b23e2e3255ef5,Gardell Brothers Brick Oven Pizza,['Restaurant']
477,0x8890efc9d211faf7:0x4935d90a62cda166,K&B Home Etc. & CAFE,"['Cafe', 'Boutique']"
478,0x88d9c7a3b0055287:0xc4b44cae3464f7ea,Kelly's Cajun Grill,"['Cajun restaurant', 'Restaurant']"
479,0x88d9ab3af5481295:0xc20373af1f13a1a8,Burger King,"['Restaurant', 'Fast food restaurant']"
480,0x88e5b577e15677ab:0xf3c4c9a8a8b5e65e,Kahve Coffee and Eatery,"['Coffee shop', 'Cafe']"
481,0x88d9a57c9ddefde9:0x816871073b570c33,Burger and Chicken Factory,['Restaurant']
482,0x88c30fe7fdec4d81:0x89bbde6856c027e0,Turtle Shack,"['Restaurant', 'Fast food restaurant']"
483,0x88d9b7994bcd97d5:0x59abfd717ac024e0,Healthy Route 66 Coral Gables,"['Health food restaurant', 'Delivery Restaurant', 'Restaurant']"
484,0x88deddf71af981a1:0x1979c54067514cae,Bagel Boyz Stuart,"['Bagel shop', 'Breakfast restaurant', 'Lunch restaurant', 'Pizza Takeout', 'Restaurant', 'Sandwich shop']"
485,0x88de5fff857d1e73:0x9800af85e9bf68a,Good Vibez Kava and Hookah bar,['Bar']
486,0x88d9b79bcde27fd3:0x2172d186dfdcbf26,Sweet Servings Ice Cream Bar,"['Ice cream shop', 'Bar', 'Dessert shop', 'Event venue', 'Lounge']"
487,0x88dd87602199080d:0xab585b11655e59de,Mofongo Tripleta Pinchos,['Restaurant']
488,0x88e5ca51f5f40ed1:0xf102e1941ac85659,"Hamilton Cafe, Catering, & Event Services","['Cafe', 'Coffee shop', 'Event venue', 'Restaurant', 'Tea house']"
489,0x88d9b90773621b79:0xfb58fbe48cee33b7,Flagler Charbroiled Hamburger,"['Hamburger restaurant', 'Restaurant']"
490,0x88e5b700012395b1:0x7f8dbc58a014906,Shell,"['Gas station', 'ATM', 'Car wash', 'Convenience store', 'Restaurant']"
491,0x88dd39b4a62e5d9d:0xb8b1e8ac1f2487f6,Starbucks,"['Coffee shop', 'Cafe', 'Coffee store', 'Espresso bar']"
492,0x88c2c10acc2f3f01:0x96c44bb4053401f5,The Clubhouse Sports Bar,['Bar']
493,0x88d9dd89b7e5ae6f:0xe2dc3b0e3358bbce,Sky Vista Billars,['Bar']
494,0x88d9b6e55a1210cd:0x9bb7ef9459592f1e,Alegria Nica,['Restaurant']
495,0x88d9b6fc21720313:0x97b9553aa476b136,La Porteña Cafeteria,"['Cafeteria', 'Cafe']"
496,0x88d8e1f77207bce1:0x81b0f2d932018184,Park Avenue BBQ Grille,"['Barbecue restaurant', 'Restaurant']"
497,0x88c2c48b697884cd:0xca9f14bee94b5848,Toscanini's Restaurant,"['Italian restaurant', 'Fast food restaurant', 'Restaurant']"
498,0x88e427dd7b1c0001:0x3d2a25e4571265ca,The Sprout Kitchen,"['Cafe', 'Breakfast restaurant', 'Coffee shop', 'Health food store', 'Juice shop', 'Lunch restaurant', 'Salad shop', 'Soup shop', 'Vegan restaurant', 'Vegetarian cafe and deli']"
499,0x88dc204020427709:0x7c6347a5feb63bfe,Veterans of Foreign Wars,"['Veterans organization', 'Bar', 'Bar & grill']"
500,0x88da5c5811b1f251:0xd4c3e38d67c1f1c2,Oyster House Restaurant,['Restaurant']
501,0x88e5c7de01557fa7:0x12a019e696dd1f7d,Willard's Bar BQ Junction,['Restaurant']
502,0x88dd85b0df94393b:0xa3620dcb9a41e90d,Tropical Restaurat Fried Chicken,['Restaurant']
503,0x88d9ab872dd6cea7:0x73322f4f076982ea,Club 409,['Bar']
504,0x88db43539ba45923:0xd763728636f92fef,El mazorcazo,['Restaurant']
505,0x88e5b76d282e50c7:0x16ed13a32af2e9ce,Akel's Deli,['Restaurant']
506,0x88d8e21b62b34475:0x3a254b277511337f,Rhino Doughnuts and Coffee,"['Coffee shop', 'Cafe']"
507,0x88ecf508c77dc999:0x3da5cb0e8352468,Starbucks,"['Cafe', 'Coffee shop']"
508,0x88e5b8682071733f:0xc4d3f2592d8f3f09,Arden's Kountry Kitchen,['Restaurant']
509,0x88c2e180f5d5ab35:0xcfd2f959c00f2080,Chi-Town Beefs and Dogs,"['Hot dog restaurant', 'Italian restaurant', 'Restaurant', 'Sandwich shop']"
510,0x88dd8403532edccf:0x4946d883f70ab644,Mena Fried Chicken,"['Fast food restaurant', 'Chicken restaurant', 'Chicken wings restaurant', 'Fried chicken takeaway', 'Restaurant']"
511,0x88e4493a876267f1:0x2d3b06edfa2caaa6,Jimmy John's,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Restaurant']"
512,0x88d91d1ae46930ed:0x8532b234f747ade1,Subway,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
513,0x88d9b20d49fb1073:0xbeeebaec18d1853b,Quiznos,"['Sandwich shop', 'Caterer', 'Deli', 'Fast food restaurant', 'Restaurant']"
514,0x88d903185c43550d:0x73ae516e1250b252,Diamond Dolls,"['Adult entertainment club', 'Bar', 'Cocktail bar', 'Night club']"
515,0x88913f0e962b1f5f:0xa9d996c03f331925,Ocean City Nutrition,['Cafe']
516,0x88d9c0c3a05a45df:0xb3d1f93ccfb2da60,Subway,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
517,0x88db43393026a059:0x110128029a6024f5,Sunset Grill,"['Restaurant', 'American restaurant', 'Sports bar']"
518,0x88c341728ea90719:0x8e9d885b4b23ade4,Kuwai Venezuelan Food,['Restaurant']
519,0x88d9b14854722281:0x2391c3fae553d7ce,Fire Kitchen and Bar,['Restaurant']
520,0x88915b7dcee3d92b:0x1dc69b3f54c38bde,Dixieland Chicken Co.,['Restaurant']
521,0x88d9c10d0f4dd40b:0x3ef4c258482b8d5d,Isla Del Encanto,['Restaurant']
522,0x88e7a262cc4d0431:0xa5707b52a07255a2,The Pineapple Place Mount Dora,"['Mediterranean restaurant', 'Bistro', 'Restaurant', 'Sports bar', 'Wine bar']"
523,0x88dd9cb22e7cb389:0x4cc16dae54b9d2d0,King’s Bakery Rest & Deli,['Cafe']
524,0x88d9019a5ae948d9:0xac0ef02acd786faa,Hamburger Mary's Wilton Manors,['Restaurant']
525,0x88c341787db6fde3:0xf912e4b7111c599a,thewinetobuy.com,"['Wine store', 'Bar']"
526,0x88dd7fdba9200065:0x81367cc5f5f84d62,Plancha,"['Cuban restaurant', 'Cocktail bar', 'Family restaurant', 'Latin American restaurant', 'Restaurant', 'Seafood restaurant']"
527,0x88c2c255da257f0d:0x2447970a502adb48,The Penthouse Club - Tampa,"['Adult entertainment club', 'Bar', 'Night club', 'Restaurant']"
528,0x88e5b94c1137cbb7:0xf51c657dd12f760e,Gators Deli and Sandwiches,['Restaurant']
529,0x88d9b4868a4abac3:0x93185cd8ad62924c,Hank & Harry's Deli Franchising,['Restaurant']
530,0x88dd750f82d85495:0x8adc3c847141e90d,787 on wheels,['Restaurant']
531,0x88e895aa09c60e47:0xc70f17ecb5278841,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
532,0x88d9036eba0dfe3b:0x9460576557fd35ea,Shoshi Cafe & Food Bar,['Cafe']
533,0x88d9c7a3b072e36b:0x9c0745738932dee,Villa Fresh Italian Kitchen,"['Pizza restaurant', 'Caterer', 'Delivery service', 'Italian restaurant', 'Pasta shop', 'Restaurant', 'Salad shop']"
534,0x88c2e17a1a8b819d:0x3decf2f56c554a76,Greenstock,['Restaurant']
535,0x88db3fe00cb8aa7d:0xead3484c467bd188,Szechuan Taste,['Restaurant']
536,0x88e71bbc070cf227:0x99240f339729b0cc,"Rosalie's Italian Deli,Subs and Party Rental",['Restaurant']
537,0x8891404868f40dd9:0xf4c20a67a94a65c9,Einstein Bros. Bagels,"['Bagel shop', 'Bakery', 'Breakfast restaurant', 'Cafe', 'Coffee shop']"
538,0x88d9ba5c98a9321d:0x550b9bf5c07de379,Tamalito Cubano restaurants,"['Restaurant', 'Fast food restaurant']"
539,0x88e8b784a60fdcb7:0x10eeb1d40fdc6d82,Harvest Thyme Cafe,['Cafe']
540,0x88d9b69e633b5af9:0xf495c92b81257588,Pub One Miami,"['Pub', 'Bar', 'Cocktail bar', 'Karaoke', 'Karaoke bar', 'Lounge', 'Night club', 'Pool hall', 'Sports bar']"
541,0x88e5b701a5ef3455:0xf1793521f25c6325,The Manhattan Sports Bar & Lounge,['Bar']
542,0x88d9b7cf9b3fada3:0xe8091fad49bd80bf,Vinos in the Grove,"['Wine bar', 'Bar']"
543,0x88e77eaa1fb3e6dd:0x131b90ac549445e3,Mimi's Cafe,"['Cafe', 'Bakery', 'Breakfast restaurant', 'Brunch restaurant', 'French restaurant', 'Hamburger restaurant', 'Takeout Restaurant', 'Restaurant', 'Sandwich shop', 'Soup restaurant']"
544,0x88908f960e638723:0xd4de29935ef026f9,Louie's Bar,['Bar']
545,0x88c2bf855994ba15:0x1c86f84ea358841c,THAI Chili Pepper - Lutz,"['Thai restaurant', 'Asian restaurant', 'Restaurant', 'South Asian restaurant']"
546,0x88e80b9d68b7a46f:0x276e7fea53fe9b9e,Lollygaggers,['Restaurant']
547,0x88d9ad54b7cc0b17:0xaf1954845267fd27,THE KRAZY VEGAN,['Restaurant']
548,0x88d8d60eae261e43:0x6098e178b6666776,Baires Café - Baires Empanada,"['Restaurant', 'Breakfast restaurant', 'Diner', 'Lunch restaurant']"
549,0x88e7701a62ca8573:0x7326a9968bcf4f4d,La Merce Restaurant & Market,['Restaurant']
550,0x88d8dfcb9530e6ef:0x694cfedfb8943e78,Planet Smoothie,['Restaurant']
551,0x88e44ab68f304787:0x61a71c2370483206,Boathouse at Student Union,['Restaurant']
552,0x88e6eb9215cec5a5:0xb05a6230c2196088,Gilly's saloon,['Bar']
553,0x88d9b3cd6eed95b3:0x77ac49a1b7ad925b,Club Boi @ THE VILLA NIGHTCLUB,"['Night club', 'Bar', 'Club']"
554,0x88d8e159923f03e9:0xa16a67d7d8d346cd,Argentine Steakhouse by La Rural Boca,['Restaurant']
555,0x88c2ebf4babab5f1:0xfdf66a6e2bf08a52,Fat Beet Farm,"['Farm', 'Bakery', 'Restaurant']"
556,0x88d9c7cd12db0959:0x99c4e9caf23d4dd5,Crafty Crab - The Falls,['Restaurant']
557,0x88d905724d1ce325:0xe17a1b1b652d4e87,Coral Bay Grill,['Restaurant']
558,0x88e7f2e76e43adf7:0xb2696cf29092c6da,The Breeze,['Bar']
559,0x88d9a9618cbb54d3:0xd738b65a8ea7090c,Piola,"['Italian restaurant', 'Family restaurant', 'Pizza delivery', 'Pizza restaurant', 'Pizza Takeout', 'Restaurant', 'Wine bar']"
560,0x88c2ed40e39d7685:0xb462d24c7a5638a1,Mountaineer Coffee,['Cafe']
561,0x88e76df837172ce5:0x629abb07be515716,Little Greek Fresh Grill,"['Greek restaurant', 'Fast food restaurant', 'Restaurant', 'Salad shop', 'Sandwich shop']"
562,0x88e773216cb8914d:0xa934f143558c2389,Simon Parrilla Bar and Grill Longwood,"['Colombian restaurant', 'Grill', 'Bar', 'Karaoke bar', 'Latin American restaurant']"
563,0x88c29b6c3c68a49d:0xe23ecb03db89ab35,Mike's Dockside Waterfront Grille,"['Bar & grill', 'Restaurant']"
564,0x88dd8109c8f7211f:0x41dcbb7fe4d9b22d,Lottawatta Lodge,"['American restaurant', 'Restaurant']"
565,0x88e0a9e7a28144d5:0x25fb2ae7b5d066de,Island Sunrise Smoothies,['Cafe']
566,0x88c2e50fb5a0d05b:0xcc94fcab243bc09e,49th Street Rally,"['Fried chicken takeaway', 'ATM', 'Convenience store', 'Gas station', 'Takeout Restaurant', 'Pizza Takeout', 'Restaurant']"
567,0x88d9adf0fe060d57:0x9a759d6afad573ac,Caribbean Zone,['Restaurant']
568,0x88c2ff2b6ede4e03:0xf959d103b3002d04,Kokomo's Kove Diner,['Restaurant']
569,0x88c2f01833bc5d1d:0x3b64b858a4920391,Adriatic Cafe,['Restaurant']
570,0x88e77b73567ff82b:0x170b607cfe84f86d,Ann Teague's Lamp Supply,"['Bar', 'Cocktail bar']"
571,0x88dc1f2e7fef7b57:0xa8064392cd3515d,Okeechobee fish co,['Restaurant']
572,0x88e5b94eba777621:0x5e313f58ba3dcb7e,One Bar & Lounge,['Restaurant']
573,0x88d8d55f9410101f:0x1453d566e23173c9,Tall Tales Restaurant,"['Steak house', 'Bar']"
574,0x88d901868612ae55:0xdc934f173d6c88b6,Goji Juicery and Kitchen,['Restaurant']
575,0x88d920c059586e81:0x4e504fbbb67867e1,Ney Caribbean Restaurant,"['Haitian restaurant', 'Restaurant']"
576,0x88e77b52724f84f9:0x5a06a04675de89c8,Equilibre Healthy Food,['Restaurant']
577,0x88d9ba2d3022d9f3:0x6de1f32132e595e8,Booby Trap Doral,"['Adult entertainment club', 'Bar', 'Event venue', 'Night club']"
578,0x88d9b6ad31abd709:0xe0484c86b6a08d31,Charcoal Garden Bar + Grill,"['Bar & grill', 'Restaurant']"
579,0x88d9b14e071e2a93:0x14df40478dceb05b,Epicerie Art Cafe,['Restaurant']
580,0x88dec4cc8ce244af:0x5031e85ad5e42075,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
581,0x88c2c13614a9c92b:0x65581dca881f5a2d,Got Tea? Tea House,"['Restaurant', 'Asian restaurant', 'Cafe', 'Tea house']"
582,0x88e77b0ccba02d1f:0xd8db2e060a0e1925,The Egg & I,"['Breakfast restaurant', 'American restaurant', 'Brunch restaurant', 'Family restaurant', 'Restaurant']"
583,0x88d9b5c777b40185:0xb7fb7f3f95232fae,REDHEAD SANDWICH,"['Sandwich shop', 'ATM', 'Breakfast restaurant', 'Coffee shop', 'Crêperie', 'Juice shop', 'Restaurant', 'Salad shop']"
584,0x1458b9a7e5277055:0xaa1f04cff016d5a7,Southwood Cafe,['Cafe']
585,0x88d91d4136b0b88d:0xdc832425e5301b1e,Tropical Smoothie Cafe,"['Restaurant', 'Juice shop']"
586,0x88c2d953ea3fc17d:0xd166243504f9aed6,Hibachi Express,['Restaurant']
587,0x88e60f0c11d8af1f:0xe127c33e65fc920c,Taco Bell,"['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
588,0x88e6da32e9cb2a8f:0x4e822e4a2badaf14,Diamond Dolls & Barts Bar,"['Adult entertainment club', 'Bar', 'Night club']"
589,0x88e8150fbd1dc861:0x74dfcd7783c5eae7,Bad 2 the Bone Wings,['Restaurant']
590,0x88c2ec36656a4f19:0xd6c9424d9b870ff6,Pit Stop Southern BBQ,"['Barbecue restaurant', 'Restaurant']"
591,0x88d9b85b784b02cf:0x9d1fb2e5a0a1b216,Tia Cacha Cafe,['Restaurant']
592,0x88d9078c5a36041d:0x1acee363546b1e57,WFM Coffee Bar,"['Coffee shop', 'Cafe', 'Coffee store', 'Juice shop']"
593,0x88d9a55a33552c8d:0x3e2c962314f486e9,H2 Studios,['Cafe']
594,0x88e77be71b02991d:0x250193aa4ba73f68,Pokeworks,"['Sushi restaurant', 'Restaurant', 'Seafood restaurant']"
595,0x88c2e332bc6d9555:0x4c5649c8376446db,COBBSTERS KITCHEN & BAR,"['Restaurant', 'Bar']"
596,0x88d8e3378dc75d71:0xb6c81c7075b82e77,Açaí com Tapioca,"['Restaurant', 'Juice shop', 'Vegan restaurant']"
597,0x88d9a5f2ffcb25f9:0xb272b376223c6fa4,Talkin' Tacos,['Restaurant']
598,0x88c2c36264cb10f1:0xb9b86bf51ce5f0ec,The Brass Tap,"['Bar', 'Restaurant']"
599,0x88e783091bebeb7d:0x7724b8d2c6fbbcad,Three Birds Cafe,['Cafe']
600,0x88d9041bf417531d:0x4d5cf448b9d41288,Memory Lane Cafe,"['Cafe', 'American restaurant', 'Caribbean restaurant', 'Night club']"
601,0x88c2fd6b0769978d:0x8afb06f5bec929eb,Custom Cafe & Catering,['Restaurant']
602,0x88d9c36b9588ce27:0x225f3379c54f24fb,The Shack Reggae Bar,['Bar']
603,0x88e771e4c596d9ed:0x96cfe997298c74a2,The 6 Cafe & Lounge,['Restaurant']
604,0x88d1b1fe91fe05b3:0xbd0e508bd2544819,Fly Away Cafe,['Restaurant']
605,0x88d9a9a2b1d4e6f3:0x6c13f0c8dc4a4d50,Wet Willie's,"['Bar', 'Cocktail bar']"
606,0x88c2ddb82cacbe49:0x7880509004ffc184,Jazz Thai,['Restaurant']
607,0x88e78f65dd372829:0x27421446f2b9aaa6,Tower Arcade and Lounge,"['Video arcade', 'Bar', 'Night club', 'Pool hall', 'Recreation center']"
608,0x88d8d65b24c55555:0x848dd46663cc3c9a,Clare's Kitchen,['Restaurant']
609,0x88e8a3f434801d13:0x3ae0712d299c27bd,Sus Hi Eatstation - UF,"['Sushi restaurant', 'Fast food restaurant', 'Japanese restaurant', 'Restaurant']"
610,0x88db5858b1c40e29:0xc3a6e904d82dc571,The Junction Punta Gorda,['Restaurant']
611,0x88d9295e1ad33025:0xa02b861bb7462b38,Super Tacos Deli - West Palm Beach,['Restaurant']
612,0x88d9c7ca9791d0c7:0x50661f818aafb3c4,Planet 57 Restaurant & Bar,['Restaurant']
613,0x88c2e121c149c20d:0x3923bd6cf9bc5b0a,Berry Boss Açaî,"['Cafe', 'Restaurant', 'Vegan restaurant', 'Vegetarian cafe and deli']"
614,0x88e76c6df2603f3b:0xe9e85f717c79d9aa,China Garden,"['Restaurant', 'Chinese restaurant']"
615,0x88d9c2272a18a961:0x77cb745e8336c0d4,Arepas Y Mucho Mas,"['Colombian restaurant', 'Restaurant']"
616,0x88d9c03c1d1497b1:0x69bcecb23ef96bd3,Rinconcito Paisa,['Restaurant']
617,0x88dca83b5eedd7fd:0xffffcb19a4eba44f,Gold Royal 7,"['Bingo hall', 'Cafe', 'Lounge']"
618,0x88e7107f9ffd502b:0xa473a1af6cae3c1f,The Draft House,"['Bar', 'Pub']"
619,0x88e7be6e77bce753:0x939d132552834cec,Chili's Grill & Bar,"['Restaurant', 'Bar & grill', 'Barbecue restaurant', 'Caterer', 'Family restaurant', 'Hamburger restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Southwestern restaurant (US)', 'Tex-Mex restaurant']"
620,0x88e778dcb8d9559f:0x8042357dbe784510,Philly's Best,"['Cheesesteak restaurant', 'Restaurant', 'Sandwich shop']"
621,0x88d9bbc180385133:0x892f21ad44148245,El Maguey on the Road,['Restaurant']
622,0x88e7c625cb4a82bb:0x94400006a6bd830a,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
623,0x88dd39106a598aa7:0xa5ac354228d3dee3,Mi Pueblo Chicken,['Restaurant']
624,0x88e5b4f404cd7bc3:0xe20f89d3a1032a0c,Outback Steakhouse,"['Steak house', 'American restaurant', 'Bar & grill', 'Restaurant', 'Seafood restaurant']"
625,0x88e6db60b3c3ab6f:0x59e308791d5995a,Shape Up Ormond Beach,"['Restaurant', 'Açaí shop', 'Bubble tea store', 'Juice shop']"
626,0x88d8e1ecfbdb75d3:0xb3fd4b31d9a0c9fe,Burganic,"['Restaurant', 'Hamburger restaurant', 'Organic restaurant']"
627,0x88d9b487918d36ff:0xfdfa0cc933f3060f,Olla Miami,"['Mexican restaurant', 'Restaurant']"
628,0x88e427bdf73cc991:0xd11c48e67b829587,Frida Taqueria & Tequila Bar,['Bar']
629,0x88de0512a16c5cad:0x4ff76ca36c4ff602,Manny's Cucina Napoletana,"['Italian restaurant', 'Bar', 'Deli', 'Pizza restaurant', 'Restaurant']"
630,0x88e7688ad744e3a9:0x31c5245aa1441101,Wing Zone,"['Chicken wings restaurant', 'American restaurant', 'Fast food restaurant', 'Delivery Restaurant', 'Takeout Restaurant', 'Restaurant']"
631,0x88e767cca6f43d13:0xe2b15d0ef002edf5,Fresh to Order,['Restaurant']
632,0x88c2d24d93c00001:0xa8f0d5a07ecccbe9,Wawa,"['Convenience store', 'Breakfast restaurant', 'Cafe', 'Candy store', 'Cheesesteak restaurant', 'Coffee shop', 'Fast food restaurant', 'Gas station', 'Hoagie restaurant', 'Sandwich shop']"
633,0x88c2b438e8eeafd5:0x133076c32c0eec82,Shell,"['Gas station', 'ATM', 'Car wash', 'Convenience store', 'Restaurant']"
634,0x88de130d69d3d049:0xa2af791730ab77a,Mofongo,['Restaurant']
635,0x88e77d510e6ff619:0x9e6106ae06da7fd2,Arepas Santa Bárbara la Original,['Restaurant']
636,0x88e6db09f8bc24af:0xd8a433f9bfe4b925,Mestizas Inc,['Restaurant']
637,0x88db39423c9ad73d:0xb80e0f3e4da7474c,Bike Bistro,"['Bicycle Shop', 'Bicycle rental service', 'Bicycle repair shop', 'Cafe']"
638,0x88eec192c7790201:0xbca11814bb6b1dca,Red Roof Bar,['Bar']
639,0x88eedd7b32b3a093:0x3ff842df5b9e50d9,Live Oak Locals,"['Bar', 'Sports bar']"
640,0x88eede8b5f56b44f:0x88539d6a4a1aba50,Hammerheads,['Bar']
641,0x88d9b93a98bcc49f:0x7c15231e34ba37b4,Pasteles Edward Miami,"['Restaurant', 'Coffee shop']"
642,0x88d9aca0399ae211:0x1d8bb581c8d78617,Chef Anthony Restaurant,"['Italian restaurant', 'Restaurant']"
643,0x88d909b7198972f1:0x9e2faeacfc45fb5d,SUBWAY®Restaurants,"['Restaurant', 'Caterer', 'Fast food restaurant', 'Sandwich shop']"
644,0x88c2c14d874342fb:0x823f52e741b7b890,Los primos del sabor 809,['Restaurant']
645,0x8893f14e4d790bcf:0x853dc2be52d786ec,The Citizen,['Restaurant']
646,0x88e5f3be83f40943:0x8a0f180a3d01c29b,The Grand Havana Kitchen,['Restaurant']
647,0x88ded5f90f68385d:0xc7d0e0d214f46a5a,Sals Italian Ristorante,['Restaurant']
648,0x88e57537f9bcd177:0x94094c86c223d08,Callie Kay's Deli,['Restaurant']
649,0x88d9b75793541c35:0x6424e544e37c892c,Fincas Coffee,"['Coffee shop', 'Cafe', 'Coffee roasters', 'Coffee store', 'Coffee wholesaler']"
650,0x88e42c6394b876e9:0xf4685018bcb58d06,Villagio,"['Italian restaurant', 'Restaurant']"
651,0x88d9aba77870d6b7:0xb11826515bcaefd1,WOB Gallery,"['Art gallery', 'Bar']"
652,0x88d9c7a4d3f759e9:0xb03debcb7c406973,Moe's Southwest Grill,"['Mexican restaurant', 'Burrito restaurant', 'Caterer', 'Restaurant', 'Southwestern restaurant (US)', 'Taco restaurant']"
653,0x88d901c03dbf67f7:0xd20d4a844f0839fa,Dapur Asian Tapas Restaurant and Lounge,"['Restaurant', 'Asian restaurant', 'Event venue', 'Indonesian restaurant', 'Japanese steakhouse', 'Lounge', 'Seafood restaurant', 'Sushi restaurant', 'Thai restaurant']"
654,0x88e71be5aa67fff9:0xe688865c4cbb6742,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
655,0x88e683760cdaa1f1:0x86ac6399b63f4046,Rype & Readi Golf Bistro,"['Bar & grill', 'Restaurant']"
656,0x88de125d19a4101f:0x6ccad42fb5c39c51,Krispy Krunchy Chicken,"['Soul food restaurant', 'Restaurant']"
657,0x88d91e3a8d2ab629:0x732c3b7ecd15dc10,Open Kitchen Cafe,['Cafe']
658,0x88d91b04fd7e6425:0x8d9df60db81907bd,Cheffrey Eats,['Restaurant']
659,0x88d9b321ffb379f7:0xb930ed9c5aa4d2bf,Oli Café,['Restaurant']
660,0x88d91b9091ec974d:0xbaa2cfde76f66199,Subway Restaurants,"['Restaurant', 'Caterer', 'Fast food restaurant', 'Sandwich shop']"
661,0x88dae24cf7c8dbb9:0x1982a0980115b021,Subway,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
662,0x88914478401a400b:0x7f0cdf71d744089,Panini Pete's,['Restaurant']
663,0x88c2e680dc886d59:0x7f9fa185f142fc8c,Patio 6,['Restaurant']
664,0x88c2f0e0a5010f67:0x89304050825c89d0,Marialicias Mexican Restaurant,"['Mexican restaurant', 'Restaurant']"
665,0x88d9a9980798e82f:0xe3ce797cab288a2c,Tropical Twist,"['Restaurant', 'Bakery', 'Cafe']"
666,0x88e779c2c544ded7:0xa282e151d7f02b50,Sobik's Subs,"['Restaurant', 'Sandwich shop']"
667,0x88c2ef5195f5661f:0x31c07522ca53b5d7,"3B's Burgers, Bourbon, and Beer",['Restaurant']
668,0x88dce0fd05091f67:0x32f28dc3a624cec,County Line Club,['Bar']
669,0x88d8fd645527aaa9:0x49789c0e1ea0fac2,Wendy's,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
670,0x88d900ff56f1b43f:0x2d8f27f01fabe071,Café Roma italy,['Restaurant']
671,0x88d9b6b2fe86aaab:0x4817fbd743c7fcb0,Punch Bowl Social Miami -- CLOSED,['Restaurant']
672,0x88d95014495f7925:0xf7d51b1017313166,Mi Tierra Restaurant,['Restaurant']
673,0x88d8fd8982048c59:0xe7abec5249ea19a6,Subway,"['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']"
674,0x88db1e6a8b9f3b97:0xc6e64a6bb7092b8e,Nene's Kitchen,['Restaurant']
675,0x88e77b829e297961:0x4c844fdf81e1bb3d,Japango,['Restaurant']
676,0x88e69dc9651c0a47:0x3185ec044a9547df,Verrazano Pizza & Pasta Restaurant,"['Pizza restaurant', 'Pasta shop', 'Restaurant']"
677,0x88d9a9caa2c92fe9:0x81b3c74266524c11,Phở Bar Vietnamese Kitchen,['Restaurant']
